folder_type,subfolder,filename,response,yes_no,explanation
mask,hard_negative,ann_335.png,"NO. The highlighted nucleus appears as a dense, hyperchromatic, and relatively smooth structure lacking the distinct, chaotic chromosome condensation patterns characteristic of an active mitotic figure.",no.,"The highlighted nucleus appears as a dense, hyperchromatic, and relatively smooth structure lacking the distinct, chaotic chromosome condensation patterns characteristic of an active mitotic figure."
mask,hard_negative,ann_336.png,"Yes. The highlighted nucleus displays condensed, irregular chromosome configurations characteristic of the late prophase or metaphase stage of mitosis, lacking a clear nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregular chromosome configurations characteristic of the late prophase or metaphase stage of mitosis, lacking a clear nuclear membrane."
mask,hard_negative,ann_337.png,"No. The highlighted nucleus displays a condensed, relatively smooth, and rounded appearance consistent with apoptosis rather than the distinct, organized chromosomal configurations (such as metaphase plates or anaphase bridges) characteristic of active mitosis.",no.,"The highlighted nucleus displays a condensed, relatively smooth, and rounded appearance consistent with apoptosis rather than the distinct, organized chromosomal configurations (such as metaphase plates or anaphase bridges) characteristic of active mitosis."
mask,hard_negative,ann_338.png,"Yes. The highlighted region displays characteristic condensed, irregular chromosomal material lacking a nuclear membrane, consistent with an active mitotic figure.",yes.,"The highlighted region displays characteristic condensed, irregular chromosomal material lacking a nuclear membrane, consistent with an active mitotic figure."
mask,hard_negative,ann_339.png,"No. The nucleus in the highlighted region appears as a smooth, rounded, and condensed hyperchromatic structure with an intact nuclear membrane, lacking the characteristic chromosome arms or star-like configuration associated with active mitosis.",no.,"The nucleus in the highlighted region appears as a smooth, rounded, and condensed hyperchromatic structure with an intact nuclear membrane, lacking the characteristic chromosome arms or star-like configuration associated with active mitosis."
mask,hard_negative,ann_340.png,"Yes. The highlighted nucleus displays condensed, irregular chromatin arranged in a V-shape, consistent with the chromosomal structure of an active mitotic figure.",yes.,"The highlighted nucleus displays condensed, irregular chromatin arranged in a V-shape, consistent with the chromosomal structure of an active mitotic figure."
mask,hard_negative,ann_341.png,"Yes. The nucleus shows distinct, condensed, and irregularly shaped chromosomal material consistent with the active chromosome arrangement of a mitotic figure, lacking a defined nuclear membrane.",yes.,"The nucleus shows distinct, condensed, and irregularly shaped chromosomal material consistent with the active chromosome arrangement of a mitotic figure, lacking a defined nuclear membrane."
mask,hard_negative,ann_342.png,"Yes. The nucleus shows clearly condensed, dark chromosomal material with an irregular, non-circular shape indicative of an active mitotic figure.",yes.,"The nucleus shows clearly condensed, dark chromosomal material with an irregular, non-circular shape indicative of an active mitotic figure."
mask,hard_negative,ann_346.png,"Yes. The highlighted nucleus displays condensed, irregularly shaped chromatin with distinct chromosome-like structures and the loss of a clear nuclear membrane, characteristic of a mitotic figure.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin with distinct chromosome-like structures and the loss of a clear nuclear membrane, characteristic of a mitotic figure."
mask,hard_negative,ann_347.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, dark, irregular, and angular structures characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear condensation of chromatin into distinct, dark, irregular, and angular structures characteristic of a mitotic figure, with no visible nuclear membrane."
mask,hard_negative,ann_348.png,"Yes. The highlighted region displays a clear ""star-burst"" or irregular, condensed chromosome configuration characteristic of a cell in the mitotic phase, lacking a defined nuclear membrane.",yes.,"The highlighted region displays a clear ""star-burst"" or irregular, condensed chromosome configuration characteristic of a cell in the mitotic phase, lacking a defined nuclear membrane."
mask,hard_negative,ann_35.png,"Yes. The highlighted nucleus displays condensed, irregularly shaped chromatin with distinct, angular chromosome arms characteristic of an active mitotic figure.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin with distinct, angular chromosome arms characteristic of an active mitotic figure."
mask,hard_negative,ann_350.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, angular chromosome structures characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear condensation of chromatin into distinct, angular chromosome structures characteristic of a mitotic figure, with no visible nuclear membrane."
mask,hard_negative,ann_351.png,"Yes. The nucleus shows distinct, condensed, and disorganized chromatin patterns characteristic of a cell undergoing mitosis, specifically appearing to be in an early mitotic stage.",yes.,"The nucleus shows distinct, condensed, and disorganized chromatin patterns characteristic of a cell undergoing mitosis, specifically appearing to be in an early mitotic stage."
mask,hard_negative,ann_354.png,"No. The highlighted region displays an irregular, granular appearance rather than the distinct, condensed chromosome arms characteristic of a mitotic figure, and likely represents a cytoplasmic or degenerative feature within an apoptotic cell.",no.,"The highlighted region displays an irregular, granular appearance rather than the distinct, condensed chromosome arms characteristic of a mitotic figure, and likely represents a cytoplasmic or degenerative feature within an apoptotic cell."
mask,hard_negative,ann_36.png,"No. The nucleus appears hyperchromatic and somewhat rounded, but it lacks the distinct, organized chromosomal arms or complex structural patterns characteristic of active mitotic figures.",no.,"The nucleus appears hyperchromatic and somewhat rounded, but it lacks the distinct, organized chromosomal arms or complex structural patterns characteristic of active mitotic figures."
mask,hard_negative,ann_364.png,"Yes. The nucleus shows distinct, condensed chromosome arms organized in an irregular, non-spherical shape characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The nucleus shows distinct, condensed chromosome arms organized in an irregular, non-spherical shape characteristic of a mitotic figure, with no visible nuclear membrane."
mask,hard_negative,ann_367.png,"Yes. The highlighted nucleus displays clearly condensed, distinct chromosomal material organized into an irregular, star-like mitotic figure with no discernable nuclear envelope.",yes.,"The highlighted nucleus displays clearly condensed, distinct chromosomal material organized into an irregular, star-like mitotic figure with no discernable nuclear envelope."
mask,hard_negative,ann_37.png,"Yes. The highlighted nucleus displays condensed, irregular chromosomal material arranged in a distinct, asymmetric pattern, indicating active mitosis.",yes.,"The highlighted nucleus displays condensed, irregular chromosomal material arranged in a distinct, asymmetric pattern, indicating active mitosis."
mask,hard_negative,ann_370.png,"Yes. The highlighted nucleus displays condensed, irregular, dark chromatin patterns characteristic of chromosomal arms during mitotic division, with no clearly defined nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregular, dark chromatin patterns characteristic of chromosomal arms during mitotic division, with no clearly defined nuclear membrane."
mask,hard_negative,ann_372.png,"No. The highlighted nucleus appears to be a small, shrunken, and dense apoptotic cell rather than a cell exhibiting the structured chromosomal arrangement characteristic of mitosis.",no.,"The highlighted nucleus appears to be a small, shrunken, and dense apoptotic cell rather than a cell exhibiting the structured chromosomal arrangement characteristic of mitosis."
mask,hard_negative,ann_377.png,"YES. The highlighted nucleus displays condensed, irregularly shaped chromatin material lacking a clear nuclear membrane, characteristic of a mitotic figure in the late prophase or prometaphase stage.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin material lacking a clear nuclear membrane, characteristic of a mitotic figure in the late prophase or prometaphase stage."
mask,hard_negative,ann_378.png,"YES. The highlighted nucleus displays condensed, irregularly shaped chromatin with the distinct, fragmented morphology characteristic of a mitotic figure, lacking an intact nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin with the distinct, fragmented morphology characteristic of a mitotic figure, lacking an intact nuclear membrane."
mask,hard_negative,ann_379.png,"Yes. The cell exhibits clear chromosome condensation in an irregular, chaotic pattern consistent with a mitotic figure, and lacks a discernible nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation in an irregular, chaotic pattern consistent with a mitotic figure, and lacks a discernible nuclear membrane."
mask,hard_negative,ann_38.png,"No. The highlighted nucleus appears as a small, smooth, and hyperchromatic fragment with an intact nuclear boundary, which is characteristic of an apoptotic body rather than a cell undergoing active mitosis.",no.,"The highlighted nucleus appears as a small, smooth, and hyperchromatic fragment with an intact nuclear boundary, which is characteristic of an apoptotic body rather than a cell undergoing active mitosis."
mask,hard_negative,ann_380.png,"YES. The nucleus displays condensed, irregularly shaped chromatin material characteristic of a mitotic figure, with no discernible nuclear membrane.",yes.,"The nucleus displays condensed, irregularly shaped chromatin material characteristic of a mitotic figure, with no discernible nuclear membrane."
mask,hard_negative,ann_382.png,"Yes. The highlighted nucleus displays condensed, irregular chromatin arrangements and lacks an intact nuclear membrane, which are characteristic features of active mitosis.",yes.,"The highlighted nucleus displays condensed, irregular chromatin arrangements and lacks an intact nuclear membrane, which are characteristic features of active mitosis."
mask,hard_negative,ann_385.png,"No. The highlighted nucleus appears to be a small, dark, and likely pyknotic or apoptotic cell with a relatively smooth, condensed boundary rather than the distinct, jagged, and star-like morphology characteristic of a mitotic figure.",no.,"The highlighted nucleus appears to be a small, dark, and likely pyknotic or apoptotic cell with a relatively smooth, condensed boundary rather than the distinct, jagged, and star-like morphology characteristic of a mitotic figure."
mask,hard_negative,ann_386.png,"Yes. The cell exhibits clear chromosome condensation in an irregular, chaotic pattern consistent with a mitotic figure, and lacks a defined nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation in an irregular, chaotic pattern consistent with a mitotic figure, and lacks a defined nuclear membrane."
mask,hard_negative,ann_387.png,"No. The cell has an intact nuclear membrane and a single, distinct, spherical nucleolus, which is characteristic of a non-mitotic interphase nucleus rather than the chaotic, membrane-less chromosomal arrangement of mitosis.",no.,"The cell has an intact nuclear membrane and a single, distinct, spherical nucleolus, which is characteristic of a non-mitotic interphase nucleus rather than the chaotic, membrane-less chromosomal arrangement of mitosis."
mask,hard_negative,ann_4.png,"YES. The nucleus displays condensed, irregular, and clustered chromosomal material without a defined nuclear membrane, characteristic of a mitotic figure in the late prophase or metaphase stage.",yes.,"The nucleus displays condensed, irregular, and clustered chromosomal material without a defined nuclear membrane, characteristic of a mitotic figure in the late prophase or metaphase stage."
mask,hard_negative,ann_405.png,"Yes. The highlighted nucleus displays condensed, linear chromosomal material characteristic of the metaphase stage of mitosis, with no visible nuclear membrane.",yes.,"The highlighted nucleus displays condensed, linear chromosomal material characteristic of the metaphase stage of mitosis, with no visible nuclear membrane."
mask,hard_negative,ann_407.png,"No. The highlighted nucleus appears as a compact, hyperchromatic, and relatively smooth structure lacking the distinct, individualized chromosome arms or chaotic morphology characteristic of active mitosis.",no.,"The highlighted nucleus appears as a compact, hyperchromatic, and relatively smooth structure lacking the distinct, individualized chromosome arms or chaotic morphology characteristic of active mitosis."
mask,hard_negative,ann_408.png,"No. The nucleus in the highlighted region appears to be a normal or slightly hyperchromatic cell rather than an active mitotic figure, as it lacks the distinct, condensed chromosome arms and chaotic, membrane-less architecture characteristic of active mitosis.",no.,"The nucleus in the highlighted region appears to be a normal or slightly hyperchromatic cell rather than an active mitotic figure, as it lacks the distinct, condensed chromosome arms and chaotic, membrane-less architecture characteristic of active mitosis."
mask,hard_negative,ann_409.png,"No. The highlighted nucleus appears as a small, condensed, and relatively round dark structure typical of a resting or hyperchromatic cell, lacking the distinct chromosomal patterns such as chromosome arms or a chaotic mitotic spindle structure.",no.,"The highlighted nucleus appears as a small, condensed, and relatively round dark structure typical of a resting or hyperchromatic cell, lacking the distinct chromosomal patterns such as chromosome arms or a chaotic mitotic spindle structure."
mask,hard_negative,ann_410.png,"Yes. The highlighted region clearly shows condensed, irregular chromosomal material lacking an intact nuclear membrane, characteristic of a mitotic figure in the late prophase or prometaphase stage.",yes.,"The highlighted region clearly shows condensed, irregular chromosomal material lacking an intact nuclear membrane, characteristic of a mitotic figure in the late prophase or prometaphase stage."
mask,hard_negative,ann_42.png,"No. The highlighted nucleus appears to be a small, dark, and potentially pyknotic or apoptotic cell rather than showing the distinct, complex chromosome arrangement characteristic of a mitotic figure.",no.,"The highlighted nucleus appears to be a small, dark, and potentially pyknotic or apoptotic cell rather than showing the distinct, complex chromosome arrangement characteristic of a mitotic figure."
mask,hard_negative,ann_43.png,"No. The highlighted nucleus appears as a small, smooth, dark, and round shrunken structure characteristic of an apoptotic cell or a dense lymphocyte rather than showing the distinct, organized chromosome condensation patterns required to define a mitotic figure.",no.,"The highlighted nucleus appears as a small, smooth, dark, and round shrunken structure characteristic of an apoptotic cell or a dense lymphocyte rather than showing the distinct, organized chromosome condensation patterns required to define a mitotic figure."
mask,hard_negative,ann_44.png,"No. The highlighted structure lacks the distinct, organized chromosomal arms or complex star/V-shaped configuration required to be identified as a mitotic figure, instead appearing as a nondescript, possibly artifactual or apoptotic density.",no.,"The highlighted structure lacks the distinct, organized chromosomal arms or complex star/V-shaped configuration required to be identified as a mitotic figure, instead appearing as a nondescript, possibly artifactual or apoptotic density."
mask,hard_negative,ann_45.png,"YES. The highlighted region displays characteristic condensed, irregular chromosome arms organized in a non-round, chaotic configuration, consistent with the metaphase or anaphase stage of mitosis.",yes.,"The highlighted region displays characteristic condensed, irregular chromosome arms organized in a non-round, chaotic configuration, consistent with the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_47.png,"No. The nucleus in the highlighted region appears as a pyknotic, hyperchromatic, or apoptotic cell rather than showing the distinct, organized chromosomal arms characteristic of an active mitotic figure.",no.,"The nucleus in the highlighted region appears as a pyknotic, hyperchromatic, or apoptotic cell rather than showing the distinct, organized chromosomal arms characteristic of an active mitotic figure."
mask,hard_negative,ann_49.png,"No. The nucleus in the highlighted region appears to be a small, dark, and hyperchromatic pyknotic nucleus likely undergoing apoptosis or displaying degeneration, rather than showing the distinct, organized chromosome condensation patterns of active mitosis.",no.,"The nucleus in the highlighted region appears to be a small, dark, and hyperchromatic pyknotic nucleus likely undergoing apoptosis or displaying degeneration, rather than showing the distinct, organized chromosome condensation patterns of active mitosis."
mask,hard_negative,ann_5.png,"No. The nucleus appears hyperchromatic and somewhat rounded, but it lacks the distinct, condensed chromosome arms or chaotic, star-shaped arrangement required to confirm an active mitotic figure.",no.,"The nucleus appears hyperchromatic and somewhat rounded, but it lacks the distinct, condensed chromosome arms or chaotic, star-shaped arrangement required to confirm an active mitotic figure."
mask,hard_negative,ann_50.png,"No. The highlighted nucleus appears as a small, smooth, and relatively uniform dark structure lacking the distinct, organized chromosomal condensation patterns required to classify it as a mitotic figure.",no.,"The highlighted nucleus appears as a small, smooth, and relatively uniform dark structure lacking the distinct, organized chromosomal condensation patterns required to classify it as a mitotic figure."
mask,hard_negative,ann_51.png,"No. The highlighted nucleus appears as a shrunken, pyknotic, and dense structure consistent with an apoptotic cell rather than exhibiting the organized, distinct chromosome arrangements required to identify a mitotic figure.",no.,"The highlighted nucleus appears as a shrunken, pyknotic, and dense structure consistent with an apoptotic cell rather than exhibiting the organized, distinct chromosome arrangements required to identify a mitotic figure."
mask,hard_negative,ann_52.png,"Yes. The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of a cell in the process of mitosis.",yes.,"The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of a cell in the process of mitosis."
mask,hard_negative,ann_53.png,"Yes. The highlighted nucleus displays condensed, irregular, and clustered chromatin without a discernible nuclear membrane, characteristic of a mitotic figure in the late prophase or prometaphase stage.",yes.,"The highlighted nucleus displays condensed, irregular, and clustered chromatin without a discernible nuclear membrane, characteristic of a mitotic figure in the late prophase or prometaphase stage."
mask,hard_negative,ann_54.png,"No. The nucleus in the highlighted region appears as a round, hyperchromatic, and pyknotic structure rather than showing the distinct, organized chromosomal arms or chaotic condensation patterns characteristic of an active mitotic figure.",no.,"The nucleus in the highlighted region appears as a round, hyperchromatic, and pyknotic structure rather than showing the distinct, organized chromosomal arms or chaotic condensation patterns characteristic of an active mitotic figure."
mask,hard_negative,ann_55.png,"Yes. The highlighted nucleus displays condensed, irregular, and clustered chromatin material characteristic of the chromosomes in an active mitotic figure, with no distinct nuclear membrane visible.",yes.,"The highlighted nucleus displays condensed, irregular, and clustered chromatin material characteristic of the chromosomes in an active mitotic figure, with no distinct nuclear membrane visible."
mask,hard_negative,ann_56.png,"Yes. The highlighted nucleus displays condensed, rod-like chromosomal material typical of a mitotic figure, lacking an intact nuclear membrane and showing a distinct, irregular configuration.",yes.,"The highlighted nucleus displays condensed, rod-like chromosomal material typical of a mitotic figure, lacking an intact nuclear membrane and showing a distinct, irregular configuration."
mask,hard_negative,ann_57.png,"Yes. The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of a mitotic figure.",yes.,"The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of a mitotic figure."
mask,hard_negative,ann_58.png,"Yes. The highlighted nucleus displays condensed, irregular, and angular chromosomal material characteristic of the mitotic phase, lacking a defined nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregular, and angular chromosomal material characteristic of the mitotic phase, lacking a defined nuclear membrane."
mask,hard_negative,ann_59.png,"Yes. The highlighted region shows condensed, dark chromosomal material with distinct angular or irregular patterns indicative of active mitosis, rather than a smooth or round apoptotic or hyperchromatic nucleus.",yes.,"The highlighted region shows condensed, dark chromosomal material with distinct angular or irregular patterns indicative of active mitosis, rather than a smooth or round apoptotic or hyperchromatic nucleus."
mask,hard_negative,ann_61.png,"Yes. The nucleus shows distinct, dense, V-shaped chromosomal condensation characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The nucleus shows distinct, dense, V-shaped chromosomal condensation characteristic of a mitotic figure, with no visible nuclear membrane."
mask,hard_negative,ann_62.png,"No. The nucleus in the highlighted region appears as a smooth, rounded, and condensed hyperchromatic body rather than showing the distinct, complex arrangements of chromosome arms characteristic of an active mitotic figure.",no.,"The nucleus in the highlighted region appears as a smooth, rounded, and condensed hyperchromatic body rather than showing the distinct, complex arrangements of chromosome arms characteristic of an active mitotic figure."
mask,hard_negative,ann_63.png,"YES. The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of a cell in an active phase of mitosis.",yes.,"The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of a cell in an active phase of mitosis."
mask,hard_negative,ann_64.png,"Yes. The highlighted nucleus displays condensed, irregular, and angular chromosomal material characteristic of the transition into a mitotic phase, rather than the smooth, round appearance of a pyknotic or hyperchromatic cell.",yes.,"The highlighted nucleus displays condensed, irregular, and angular chromosomal material characteristic of the transition into a mitotic phase, rather than the smooth, round appearance of a pyknotic or hyperchromatic cell."
mask,hard_negative,ann_67.png,"YES. The highlighted nucleus displays condensed, irregular chromosomal material organized into distinct arms with a lack of a clear nuclear membrane, which is characteristic of the late prophase or metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, irregular chromosomal material organized into distinct arms with a lack of a clear nuclear membrane, which is characteristic of the late prophase or metaphase stage of mitosis."
mask,hard_negative,ann_69.png,"Yes. The highlighted nucleus displays condensed, irregular, and clustered chromatin material lacking a clear nuclear membrane, which is characteristic of the mitotic process.",yes.,"The highlighted nucleus displays condensed, irregular, and clustered chromatin material lacking a clear nuclear membrane, which is characteristic of the mitotic process."
mask,hard_negative,ann_70.png,"No. The highlighted nucleus appears as a pyknotic, hyperchromatic, and shrunken structure typical of an apoptotic or degenerating cell, rather than displaying the distinct, organized chromosome morphology of a mitotic figure.",no.,"The highlighted nucleus appears as a pyknotic, hyperchromatic, and shrunken structure typical of an apoptotic or degenerating cell, rather than displaying the distinct, organized chromosome morphology of a mitotic figure."
mask,hard_negative,ann_71.png,"No. The highlighted region displays an amorphous, pale-staining area within the cytoplasm or extracellular space rather than the characteristic condensed, structured chromosomal arms of a mitotic figure.",no.,"The highlighted region displays an amorphous, pale-staining area within the cytoplasm or extracellular space rather than the characteristic condensed, structured chromosomal arms of a mitotic figure."
mask,hard_negative,ann_72.png,"No. The cell displays a dark, condensed, and relatively round appearance consistent with a pyknotic or apoptotic nucleus rather than the distinct, organized chromosomal arms characteristic of active mitosis.",no.,"The cell displays a dark, condensed, and relatively round appearance consistent with a pyknotic or apoptotic nucleus rather than the distinct, organized chromosomal arms characteristic of active mitosis."
mask,hard_negative,ann_73.png,"YES. The highlighted nucleus displays condensed, irregular, and angular chromosomal material characteristic of the metaphase or anaphase stage of mitosis, lacking a defined nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregular, and angular chromosomal material characteristic of the metaphase or anaphase stage of mitosis, lacking a defined nuclear membrane."
mask,hard_negative,ann_74.png,"No. The highlighted nucleus appears as a pyknotic or fragmented dark structure lacking the distinct, organized chromosomal arms or spindle-associated patterns characteristic of an active mitotic figure.",no.,"The highlighted nucleus appears as a pyknotic or fragmented dark structure lacking the distinct, organized chromosomal arms or spindle-associated patterns characteristic of an active mitotic figure."
mask,hard_negative,ann_75.png,"Yes. The nucleus shows distinct, condensed chromosome arms organized in a characteristic V-shaped or ""star"" configuration with an absent nuclear membrane, which are diagnostic features of an active mitotic figure.",yes.,"The nucleus shows distinct, condensed chromosome arms organized in a characteristic V-shaped or ""star"" configuration with an absent nuclear membrane, which are diagnostic features of an active mitotic figure."
mask,hard_negative,ann_76.png,"Yes. The highlighted nucleus displays condensed, irregular, and clustered chromosomal material characteristic of the prophase or metaphase stages of mitosis, rather than a uniform, membrane-bound structure.",yes.,"The highlighted nucleus displays condensed, irregular, and clustered chromosomal material characteristic of the prophase or metaphase stages of mitosis, rather than a uniform, membrane-bound structure."
mask,hard_negative,ann_77.png,"No. The highlighted cell appears to be an apoptotic cell, as it shows a rounded, dark, and condensed nucleus that lacks the organized chromosome configurations (like V-shapes or plates) characteristic of active mitosis.",no.,"The highlighted cell appears to be an apoptotic cell, as it shows a rounded, dark, and condensed nucleus that lacks the organized chromosome configurations (like V-shapes or plates) characteristic of active mitosis."
mask,hard_negative,ann_78.png,"No. The highlighted nucleus appears as a pyknotic or apoptotic cell, characterized by a smooth, dense, and rounded morphology rather than the distinct condensed chromosome structure required for mitosis.",no.,"The highlighted nucleus appears as a pyknotic or apoptotic cell, characterized by a smooth, dense, and rounded morphology rather than the distinct condensed chromosome structure required for mitosis."
mask,hard_negative,ann_79.png,"Yes. The highlighted region displays characteristic features of active mitosis, specifically condensed, irregular chromosomal material lacking an intact nuclear membrane.",yes.,"The highlighted region displays characteristic features of active mitosis, specifically condensed, irregular chromosomal material lacking an intact nuclear membrane."
mask,hard_negative,ann_8.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, irregular chromosome arms with no visible nuclear membrane, which are characteristic features of active mitosis.",yes.,"The cell exhibits clear condensation of chromatin into distinct, irregular chromosome arms with no visible nuclear membrane, which are characteristic features of active mitosis."
mask,hard_negative,ann_81.png,"No. The nucleus in the green highlighted region appears as a smooth, rounded mass with a distinct, intact nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than the chaotic, organized chromosome patterns required for mitosis.",no.,"The nucleus in the green highlighted region appears as a smooth, rounded mass with a distinct, intact nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than the chaotic, organized chromosome patterns required for mitosis."
mask,hard_negative,ann_82.png,"No. The highlighted nucleus appears to be a small, non-mitotic nucleus, as it lacks the characteristic condensed chromosome arms and chaotic morphology required for a mitotic figure.",no.,"The highlighted nucleus appears to be a small, non-mitotic nucleus, as it lacks the characteristic condensed chromosome arms and chaotic morphology required for a mitotic figure."
mask,hard_negative,ann_83.png,"No. The highlighted nucleus appears as a dense, smooth, and homogeneous structure consistent with a shrunken, pyknotic apoptotic cell rather than displaying the distinct, disordered chromatin arrangement characteristic of a mitotic figure.",no.,"The highlighted nucleus appears as a dense, smooth, and homogeneous structure consistent with a shrunken, pyknotic apoptotic cell rather than displaying the distinct, disordered chromatin arrangement characteristic of a mitotic figure."
mask,hard_negative,ann_85.png,"No. The nucleus appears hyperchromatic and shrunken with an intact nuclear border, which is more characteristic of an apoptotic or degenerating cell than the organized chromosome condensation required for active mitosis.",no.,"The nucleus appears hyperchromatic and shrunken with an intact nuclear border, which is more characteristic of an apoptotic or degenerating cell than the organized chromosome condensation required for active mitosis."
mask,hard_negative,ann_86.png,"Yes. The highlighted cell displays the characteristic morphology of an active mitotic figure, including condensed, dark chromosomal material arranged in an irregular, non-spherical pattern with the absence of a distinct nuclear membrane.",yes.,"The highlighted cell displays the characteristic morphology of an active mitotic figure, including condensed, dark chromosomal material arranged in an irregular, non-spherical pattern with the absence of a distinct nuclear membrane."
mask,hard_negative,ann_87.png,"Yes. The highlighted nucleus displays condensed, irregular, and angular chromosomal structures characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregular, and angular chromosomal structures characteristic of a mitotic figure, with no visible nuclear membrane."
mask,hard_negative,ann_88.png,"Yes. The cell exhibits clear chromosome condensation in a distinct, irregular arrangement lacking an intact nuclear membrane, which is characteristic of a mitotic figure.",yes.,"The cell exhibits clear chromosome condensation in a distinct, irregular arrangement lacking an intact nuclear membrane, which is characteristic of a mitotic figure."
mask,hard_negative,ann_89.png,"YES. The cell exhibits clearly condensed, irregular chromosomal material arranged in a distinct, asymmetric pattern with a lack of a discernible nuclear membrane, characteristic of a mitotic figure.",yes.,"The cell exhibits clearly condensed, irregular chromosomal material arranged in a distinct, asymmetric pattern with a lack of a discernible nuclear membrane, characteristic of a mitotic figure."
mask,hard_negative,ann_93.png,"YES. The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of active mitotic division.",yes.,"The highlighted region displays characteristic condensed, irregular chromosomal material lacking an intact nuclear membrane, indicative of active mitotic division."
mask,hard_negative,ann_95.png,"YES. The highlighted region shows condensed, dark chromosomal material with distinct, irregular shapes characteristic of an active mitotic figure lacking a nuclear membrane.",yes.,"The highlighted region shows condensed, dark chromosomal material with distinct, irregular shapes characteristic of an active mitotic figure lacking a nuclear membrane."
mask,hard_negative,ann_96.png,"YES. The highlighted nucleus lacks a nuclear membrane and displays dark, clumped, and condensed chromosomal material characteristic of a mitotic figure in the metaphase or anaphase stage.",yes.,"The highlighted nucleus lacks a nuclear membrane and displays dark, clumped, and condensed chromosomal material characteristic of a mitotic figure in the metaphase or anaphase stage."
mask,hard_negative,ann_97.png,"YES. The highlighted region displays condensed, irregular, and angular chromosomal material consistent with the architecture of a mitotic figure, lacking a clearly defined nuclear membrane.",yes.,"The highlighted region displays condensed, irregular, and angular chromosomal material consistent with the architecture of a mitotic figure, lacking a clearly defined nuclear membrane."
mask,hard_negative,ann_98.png,"No. The nucleus in the highlighted region appears as a round, hyperchromatic, and intact structure without the characteristic condensed chromosomal patterns or the loss of nuclear membrane associated with active mitosis.",no.,"The nucleus in the highlighted region appears as a round, hyperchromatic, and intact structure without the characteristic condensed chromosomal patterns or the loss of nuclear membrane associated with active mitosis."
mask,hard_negative,ann_99.png,"No. The highlighted nucleus appears to be a hyperchromatic or pyknotic cell, as it lacks the distinct, organized chromosome condensation patterns characteristic of an active mitotic figure.",no.,"The highlighted nucleus appears to be a hyperchromatic or pyknotic cell, as it lacks the distinct, organized chromosome condensation patterns characteristic of an active mitotic figure."
mask,mitotic,ann_10.png,"Yes. The nucleus shows distinct, condensed, and angular chromosomal structures that lack a nuclear membrane, consistent with a mitotic figure in the metaphase or anaphase stage.",yes.,"The nucleus shows distinct, condensed, and angular chromosomal structures that lack a nuclear membrane, consistent with a mitotic figure in the metaphase or anaphase stage."
mask,mitotic,ann_106.png,"Yes. The nucleus shows distinct, condensed chromosome arms arranged in a chaotic pattern with an absent nuclear membrane, which are classic features of a cell in mitosis.",yes.,"The nucleus shows distinct, condensed chromosome arms arranged in a chaotic pattern with an absent nuclear membrane, which are classic features of a cell in mitosis."
mask,mitotic,ann_107.png,"Yes. The nucleus shows distinct, condensed chromosome arms organized in an elongated, asymmetrical configuration characteristic of a mitotic figure, with no discernible nuclear membrane.",yes.,"The nucleus shows distinct, condensed chromosome arms organized in an elongated, asymmetrical configuration characteristic of a mitotic figure, with no discernible nuclear membrane."
mask,mitotic,ann_108.png,"No. The nucleus in the highlighted region appears as a round, dense, and hyperchromatic structure with an intact nuclear boundary rather than displaying the distinct chromosome arms or complex patterns characteristic of a mitotic figure.",no.,"The nucleus in the highlighted region appears as a round, dense, and hyperchromatic structure with an intact nuclear boundary rather than displaying the distinct chromosome arms or complex patterns characteristic of a mitotic figure."
