folder_type,subfolder,filename,response,yes_no,explanation
mask,hard_negative,ann_290.png,"No. The highlighted nucleus shows a well-defined nuclear envelope and a prominent nucleolus, which are characteristic of an interphase cell rather than the condensed, irregular chromatin structure seen in mitotic figures.",no.,"The highlighted nucleus shows a well-defined nuclear envelope and a prominent nucleolus, which are characteristic of an interphase cell rather than the condensed, irregular chromatin structure seen in mitotic figures."
mask,hard_negative,ann_291.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of a mitotic figure, likely in a late prophase or metaphase stage where distinct nuclear borders are absent and the chromatin is heavily clumped.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of a mitotic figure, likely in a late prophase or metaphase stage where distinct nuclear borders are absent and the chromatin is heavily clumped."
mask,hard_negative,ann_292.png,"Yes. The highlighted nucleus displays condensed, dark chromatin structures that correspond to chromosomes undergoing the stages of mitosis, such as alignment or segregation.",yes.,"The highlighted nucleus displays condensed, dark chromatin structures that correspond to chromosomes undergoing the stages of mitosis, such as alignment or segregation."
mask,hard_negative,ann_293.png,"Yes. The nucleus within the green highlighted region shows dense, coarse chromatin condensation characteristic of the chromosomal arrangement seen during the mitotic phase, specifically consistent with a prometaphase or metaphase figure.",yes.,"The nucleus within the green highlighted region shows dense, coarse chromatin condensation characteristic of the chromosomal arrangement seen during the mitotic phase, specifically consistent with a prometaphase or metaphase figure."
mask,hard_negative,ann_295.png,"Yes. The nucleus within the highlighted region exhibits condensed, dark chromatin characteristic of the prophase or metaphase stage of mitosis.",yes.,"The nucleus within the highlighted region exhibits condensed, dark chromatin characteristic of the prophase or metaphase stage of mitosis."
mask,hard_negative,ann_296.png,Yes. The highlighted region exhibits condensed chromatin organized into distinct structures characteristic of the metaphase or anaphase stage of mitosis.,yes.,The highlighted region exhibits condensed chromatin organized into distinct structures characteristic of the metaphase or anaphase stage of mitosis.
mask,hard_negative,ann_297.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of a mitotic figure, likely in a late prophase or metaphase stage.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of a mitotic figure, likely in a late prophase or metaphase stage."
mask,hard_negative,ann_298.png,"Yes. The highlighted nucleus displays condensed, dark, and disorganized chromatin typical of the mitotic figures seen in rapidly dividing cancer cells.",yes.,"The highlighted nucleus displays condensed, dark, and disorganized chromatin typical of the mitotic figures seen in rapidly dividing cancer cells."
mask,hard_negative,ann_299.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin characteristic of a mitotic figure, specifically at a stage resembling metaphase or anaphase.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin characteristic of a mitotic figure, specifically at a stage resembling metaphase or anaphase."
mask,hard_negative,ann_3.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal alignment or segregation phases of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal alignment or segregation phases of mitosis."
mask,hard_negative,ann_300.png,"Yes. The highlighted nucleus displays the characteristic morphology of a cell in metaphase, where condensed, aligned chromosomes form a central plate.",yes.,"The highlighted nucleus displays the characteristic morphology of a cell in metaphase, where condensed, aligned chromosomes form a central plate."
mask,hard_negative,ann_302.png,"Yes. The nucleus is undergoing mitosis because it exhibits condensed, dark-staining chromatin characteristic of a mitotic figure rather than the typical vesicular chromatin pattern seen in the surrounding interphase nuclei.",yes.,"The nucleus is undergoing mitosis because it exhibits condensed, dark-staining chromatin characteristic of a mitotic figure rather than the typical vesicular chromatin pattern seen in the surrounding interphase nuclei."
mask,hard_negative,ann_304.png,"Yes. The highlighted nucleus displays a condensed, dark-staining morphology characteristic of chromosomal material during mitosis, lacking a clear nuclear membrane.",yes.,"The highlighted nucleus displays a condensed, dark-staining morphology characteristic of chromosomal material during mitosis, lacking a clear nuclear membrane."
mask,hard_negative,ann_306.png,"Yes. The highlighted nucleus displays condensed, dark, angular chromatin characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark, angular chromatin characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_307.png,"Yes. The nucleus is undergoing mitosis because it exhibits classic chromosomal condensation, lacking a distinct nuclear membrane and appearing as a compact, darkly stained, elongated structure characteristic of anaphase.",yes.,"The nucleus is undergoing mitosis because it exhibits classic chromosomal condensation, lacking a distinct nuclear membrane and appearing as a compact, darkly stained, elongated structure characteristic of anaphase."
mask,hard_negative,ann_308.png,"Yes. The nucleus shows characteristic chromosomal condensation and the absence of a defined nuclear envelope, which are indicative of a cell in the mitotic phase.",yes.,"The nucleus shows characteristic chromosomal condensation and the absence of a defined nuclear envelope, which are indicative of a cell in the mitotic phase."
mask,hard_negative,ann_309.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of a cell in the late stages of mitosis, such as anaphase or telophase, rather than the typical granular chromatin of an interphase nucleus.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of a cell in the late stages of mitosis, such as anaphase or telophase, rather than the typical granular chromatin of an interphase nucleus."
mask,hard_negative,ann_311.png,"Yes. The nucleus within the green highlighted region shows condensed, dark-staining chromatin characteristic of a mitotic figure rather than a normal, vesicular interphase nucleus.",yes.,"The nucleus within the green highlighted region shows condensed, dark-staining chromatin characteristic of a mitotic figure rather than a normal, vesicular interphase nucleus."
mask,hard_negative,ann_312.png,"No. The highlighted nucleus displays a distinct nuclear membrane and visible chromatin structure, which are characteristic of a cell in interphase rather than the condensed, indistinguishable chromosomes of a mitotic figure.",no.,"The highlighted nucleus displays a distinct nuclear membrane and visible chromatin structure, which are characteristic of a cell in interphase rather than the condensed, indistinguishable chromosomes of a mitotic figure."
mask,hard_negative,ann_313.png,"Yes. The highlighted nucleus displays condensed, dark chromatin structures that are characteristic of the prophase or metaphase stage of mitotic division.",yes.,"The highlighted nucleus displays condensed, dark chromatin structures that are characteristic of the prophase or metaphase stage of mitotic division."
mask,hard_negative,ann_314.png,"Yes. The highlighted nucleus displays condensed, dark chromatin structures characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin structures characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_315.png,"Yes. The nucleus exhibits a condensed, dark-staining chromatin structure typical of a mitotic figure, likely in the prophase or metaphase stage.",yes.,"The nucleus exhibits a condensed, dark-staining chromatin structure typical of a mitotic figure, likely in the prophase or metaphase stage."
mask,hard_negative,ann_317.png,"Yes. The highlighted cell contains a condensed, irregularly shaped mass of chromatin that lacks a distinct nuclear membrane, consistent with the appearance of a nucleus undergoing mitotic division.",yes.,"The highlighted cell contains a condensed, irregularly shaped mass of chromatin that lacks a distinct nuclear membrane, consistent with the appearance of a nucleus undergoing mitotic division."
mask,hard_negative,ann_318.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal alignment or segregation phases of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal alignment or segregation phases of mitosis."
mask,hard_negative,ann_320.png,"No. The nucleus highlighted in green appears to be a clear, pyknotic, or degenerate nucleus, and it lacks the characteristic features of chromatin condensation, such as chromosomes or a clear mitotic spindle, that would indicate an active mitotic figure.",no.,"The nucleus highlighted in green appears to be a clear, pyknotic, or degenerate nucleus, and it lacks the characteristic features of chromatin condensation, such as chromosomes or a clear mitotic spindle, that would indicate an active mitotic figure."
mask,hard_negative,ann_322.png,"Yes. The highlighted nucleus exhibits condensed, darkly stained, and disorganized chromatin characteristic of the mitotic process.",yes.,"The highlighted nucleus exhibits condensed, darkly stained, and disorganized chromatin characteristic of the mitotic process."
mask,hard_negative,ann_323.png,"Yes. The highlighted nucleus displays condensed, dark chromatin structures resembling chromosomes characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin structures resembling chromosomes characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_324.png,"No. The nucleus in the highlighted region lacks the condensed, dark, and well-defined chromosomal structures (such as individual chromosomes, equatorial plates, or separated chromatids) that characterize mitotic figures; instead, it exhibits the typical chromatin texture and nucleolar features of an interphase nucleus.",no.,"The nucleus in the highlighted region lacks the condensed, dark, and well-defined chromosomal structures (such as individual chromosomes, equatorial plates, or separated chromatids) that characterize mitotic figures; instead, it exhibits the typical chromatin texture and nucleolar features of an interphase nucleus."
mask,hard_negative,ann_325.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin (chromosomal material) without a distinct nuclear membrane, which is characteristic of the mitotic phase.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin (chromosomal material) without a distinct nuclear membrane, which is characteristic of the mitotic phase."
mask,hard_negative,ann_326.png,"Yes. The highlighted nucleus lacks a defined nuclear envelope and contains condensed, darkly stained chromatin arranged in a dense, irregular structure characteristic of a cell in the metaphase or anaphase stage of mitosis.",yes.,"The highlighted nucleus lacks a defined nuclear envelope and contains condensed, darkly stained chromatin arranged in a dense, irregular structure characteristic of a cell in the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_328.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_329.png,"Yes. The nucleus exhibits a dense, coarse, and highly condensed chromatin pattern characteristic of a mitotic figure, specifically at the metaphase or anaphase stage.",yes.,"The nucleus exhibits a dense, coarse, and highly condensed chromatin pattern characteristic of a mitotic figure, specifically at the metaphase or anaphase stage."
mask,hard_negative,ann_33.png,"Yes. The highlighted nucleus displays a condensed, coarse chromatin pattern and the absence of a distinct nuclear membrane, which are characteristic features of the mitotic process.",yes.,"The highlighted nucleus displays a condensed, coarse chromatin pattern and the absence of a distinct nuclear membrane, which are characteristic features of the mitotic process."
mask,hard_negative,ann_330.png,"Yes. The highlighted nucleus displays condensed, disorganized chromatin characteristic of the prophase or metaphase stage of mitotic division, lacking a clearly defined nuclear membrane.",yes.,"The highlighted nucleus displays condensed, disorganized chromatin characteristic of the prophase or metaphase stage of mitotic division, lacking a clearly defined nuclear membrane."
mask,hard_negative,ann_331.png,"Yes. The chromatin within the highlighted nucleus is condensed into distinct, thick, dark-staining structures that are characteristic of chromosomes undergoing mitotic division.",yes.,"The chromatin within the highlighted nucleus is condensed into distinct, thick, dark-staining structures that are characteristic of chromosomes undergoing mitotic division."
mask,hard_negative,ann_332.png,"Yes. The nucleus exhibits condensed, dark chromatin characteristic of a mitotic figure rather than the typical vesicular chromatin of a resting cell.",yes.,"The nucleus exhibits condensed, dark chromatin characteristic of a mitotic figure rather than the typical vesicular chromatin of a resting cell."
mask,hard_negative,ann_333.png,"Yes. The highlighted nucleus displays condensed, irregularly shaped, and fragmented chromatin characteristic of the late stages of mitosis (likely anaphase or telophase).",yes.,"The highlighted nucleus displays condensed, irregularly shaped, and fragmented chromatin characteristic of the late stages of mitosis (likely anaphase or telophase)."
mask,hard_negative,ann_335.png,"Yes. The highlighted nucleus displays condensed, deeply basophilic, and irregular chromatin characteristic of the chromosomal arrangement seen in a mitotic figure.",yes.,"The highlighted nucleus displays condensed, deeply basophilic, and irregular chromatin characteristic of the chromosomal arrangement seen in a mitotic figure."
mask,hard_negative,ann_336.png,"Yes, this cell is undergoing mitosis because the chromatin is condensed into distinct, deeply basophilic structures that resemble the configuration of chromosomes during the metaphase or anaphase stage of cell division.","yes,","this cell is undergoing mitosis because the chromatin is condensed into distinct, deeply basophilic structures that resemble the configuration of chromosomes during the metaphase or anaphase stage of cell division."
mask,hard_negative,ann_337.png,"Yes. The highlighted nucleus displays condensed, deeply basophilic chromatin arranged in a pattern consistent with a mitotic figure, likely in the prophase or metaphase stage.",yes.,"The highlighted nucleus displays condensed, deeply basophilic chromatin arranged in a pattern consistent with a mitotic figure, likely in the prophase or metaphase stage."
mask,hard_negative,ann_338.png,"Yes. The chromatin within the highlighted nucleus is condensed and arranged into distinct, visible structures characteristic of the metaphase or early anaphase stage of cell division.",yes.,"The chromatin within the highlighted nucleus is condensed and arranged into distinct, visible structures characteristic of the metaphase or early anaphase stage of cell division."
mask,hard_negative,ann_339.png,"No. The nucleus shows a distinct nuclear membrane and visible nucleoli, which are characteristic of an interphase cell rather than the condensed chromosomes seen during mitotic figures.",no.,"The nucleus shows a distinct nuclear membrane and visible nucleoli, which are characteristic of an interphase cell rather than the condensed chromosomes seen during mitotic figures."
mask,hard_negative,ann_340.png,"Yes. The highlighted nucleus displays a condensed, dark-staining chromatin structure characteristic of the metaphase or early anaphase stage of mitosis.",yes.,"The highlighted nucleus displays a condensed, dark-staining chromatin structure characteristic of the metaphase or early anaphase stage of mitosis."
mask,hard_negative,ann_341.png,"Yes. The nucleus shows distinct, condensed, and disorganized chromatin characteristic of the metaphase or anaphase stage of mitosis.",yes.,"The nucleus shows distinct, condensed, and disorganized chromatin characteristic of the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_342.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_346.png,"Yes. The nucleus within the highlighted region exhibits condensed, deeply basophilic chromatin organized into a distinct, dense structure characteristic of the metaphase or anaphase stage of mitosis.",yes.,"The nucleus within the highlighted region exhibits condensed, deeply basophilic chromatin organized into a distinct, dense structure characteristic of the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_347.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromosomes arranged in a distinct pattern characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark-staining chromosomes arranged in a distinct pattern characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_348.png,"Yes. The nucleus shows dense, dark-staining chromatin arranged in a distinct, elongated, non-spherical shape characteristic of the metaphase or anaphase stage of mitosis.",yes.,"The nucleus shows dense, dark-staining chromatin arranged in a distinct, elongated, non-spherical shape characteristic of the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_35.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal arrangement seen in mitotic figures.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal arrangement seen in mitotic figures."
mask,hard_negative,ann_350.png,"Yes. The highlighted nucleus displays condensed, thickened chromosomes organized into a central plate, which is characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, thickened chromosomes organized into a central plate, which is characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_351.png,"Yes. The cell exhibits a highly condensed, dark blue (hyperchromatic) nucleus that lacks a distinct nuclear envelope and nucleoli, consistent with the metaphase stage of mitosis.",yes.,"The cell exhibits a highly condensed, dark blue (hyperchromatic) nucleus that lacks a distinct nuclear envelope and nucleoli, consistent with the metaphase stage of mitosis."
mask,hard_negative,ann_354.png,"Yes. The highlighted region shows condensed, dark-staining chromatin (chromosomes) arranged in a way that is characteristic of the mitotic phase, specifically appearing as an abnormal or irregular mitotic figure within a malignant cell.",yes.,"The highlighted region shows condensed, dark-staining chromatin (chromosomes) arranged in a way that is characteristic of the mitotic phase, specifically appearing as an abnormal or irregular mitotic figure within a malignant cell."
mask,hard_negative,ann_36.png,"Yes. The highlighted nucleus exhibits chromatin condensation and a loss of a distinct nuclear membrane, which are hallmark morphological features of a cell undergoing mitosis.",yes.,"The highlighted nucleus exhibits chromatin condensation and a loss of a distinct nuclear membrane, which are hallmark morphological features of a cell undergoing mitosis."
mask,hard_negative,ann_364.png,"Yes. The highlighted nucleus exhibits a classic ""figure-of-eight"" or ""cloverleaf"" morphology, characteristic of a cell in the metaphase or anaphase stage of mitosis.",yes.,"The highlighted nucleus exhibits a classic ""figure-of-eight"" or ""cloverleaf"" morphology, characteristic of a cell in the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_367.png,"Yes; the highlighted nucleus displays condensed, dark-staining chromosomes arranged in a distinct pattern characteristic of the metaphase stage of mitosis.",yes;,"the highlighted nucleus displays condensed, dark-staining chromosomes arranged in a distinct pattern characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_37.png,"Yes. The nucleus shows characteristic features of a mitotic figure, including condensed, dark-staining chromatin arranged in a dense, plate-like structure typical of metaphase.",yes.,"The nucleus shows characteristic features of a mitotic figure, including condensed, dark-staining chromatin arranged in a dense, plate-like structure typical of metaphase."
mask,hard_negative,ann_370.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin characteristic of a mitotic figure, likely in the prophase or metaphase stage.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin characteristic of a mitotic figure, likely in the prophase or metaphase stage."
mask,hard_negative,ann_372.png,"No. The highlighted nucleus displays a distinct nuclear membrane and visible chromatin structure, which are characteristic of interphase rather than the condensed chromosomes seen during mitosis.",no.,"The highlighted nucleus displays a distinct nuclear membrane and visible chromatin structure, which are characteristic of interphase rather than the condensed chromosomes seen during mitosis."
mask,hard_negative,ann_377.png,"Yes. The highlighted region displays characteristic condensed, deep-staining chromatin arranged in a form consistent with a mitotic figure, likely in the prometaphase or metaphase stage.",yes.,"The highlighted region displays characteristic condensed, deep-staining chromatin arranged in a form consistent with a mitotic figure, likely in the prometaphase or metaphase stage."
mask,hard_negative,ann_378.png,"Yes. The nucleus exhibits condensed, deeply basophilic chromatin organized into a distinct, irregular chromosomal mass characteristic of the metaphase stage of mitosis.",yes.,"The nucleus exhibits condensed, deeply basophilic chromatin organized into a distinct, irregular chromosomal mass characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_379.png,"Yes. The nucleus shows characteristic condensed chromatin arranged in a dense, irregularly shaped, basophilic structure typical of a cell in the mitotic phase.",yes.,"The nucleus shows characteristic condensed chromatin arranged in a dense, irregularly shaped, basophilic structure typical of a cell in the mitotic phase."
mask,hard_negative,ann_38.png,"Yes. The highlighted nucleus displays condensed, dark, chromatin material characteristic of the mitotic figures seen in rapidly dividing cells.",yes.,"The highlighted nucleus displays condensed, dark, chromatin material characteristic of the mitotic figures seen in rapidly dividing cells."
mask,hard_negative,ann_380.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_382.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal arrangement seen in mitotic figures, lacking a clearly defined nuclear membrane.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the chromosomal arrangement seen in mitotic figures, lacking a clearly defined nuclear membrane."
mask,hard_negative,ann_385.png,"Yes. The nucleus is undergoing mitosis because the chromatin is condensed into distinct, deeply basophilic, irregularly shaped structures characteristic of a mitotic figure, likely in anaphase or telophase.",yes.,"The nucleus is undergoing mitosis because the chromatin is condensed into distinct, deeply basophilic, irregularly shaped structures characteristic of a mitotic figure, likely in anaphase or telophase."
mask,hard_negative,ann_386.png,"Yes. The nucleus is undergoing mitosis, as indicated by the presence of condensed, dark-staining chromatin characteristic of a mitotic figure rather than a normal interphase nucleus.",yes.,"The nucleus is undergoing mitosis, as indicated by the presence of condensed, dark-staining chromatin characteristic of a mitotic figure rather than a normal interphase nucleus."
mask,hard_negative,ann_387.png,"Yes. The highlighted nucleus displays a condensed, circular morphology characteristic of a cell in the prophase or metaphase stage of mitosis.",yes.,"The highlighted nucleus displays a condensed, circular morphology characteristic of a cell in the prophase or metaphase stage of mitosis."
mask,hard_negative,ann_4.png,"Yes. The chromatin within the highlighted nucleus is condensed into distinct, individualized chromosomes, which is the characteristic morphology of the mitotic phase.",yes.,"The chromatin within the highlighted nucleus is condensed into distinct, individualized chromosomes, which is the characteristic morphology of the mitotic phase."
mask,hard_negative,ann_405.png,"Yes. The cell exhibits condensed, plate-like chromatin characteristic of a mitotic figure, specifically at the metaphase stage.",yes.,"The cell exhibits condensed, plate-like chromatin characteristic of a mitotic figure, specifically at the metaphase stage."
mask,hard_negative,ann_407.png,"No, this cell is not undergoing mitosis because the nucleus displays a condensed, pyknotic appearance characteristic of apoptosis, rather than the defined chromatin morphology required to identify mitotic figures like metaphase or anaphase.","no,","this cell is not undergoing mitosis because the nucleus displays a condensed, pyknotic appearance characteristic of apoptosis, rather than the defined chromatin morphology required to identify mitotic figures like metaphase or anaphase."
mask,hard_negative,ann_408.png,"No. The nucleus shows a distinct nuclear membrane and chromatin structure, whereas mitotic cells are characterized by the condensation of chromosomes into dark, dense bundles without a visible nuclear membrane.",no.,"The nucleus shows a distinct nuclear membrane and chromatin structure, whereas mitotic cells are characterized by the condensation of chromosomes into dark, dense bundles without a visible nuclear membrane."
mask,hard_negative,ann_409.png,"No. The nucleus in the highlighted region lacks the condensed, irregular, or fragmented chromatin characteristics required to be classified as a mitotic figure, appearing instead as a benign-looking, intact nucleus.",no.,"The nucleus in the highlighted region lacks the condensed, irregular, or fragmented chromatin characteristics required to be classified as a mitotic figure, appearing instead as a benign-looking, intact nucleus."
mask,hard_negative,ann_410.png,"Yes. The nucleus shows dense, dark-staining chromatin characteristic of condensed chromosomes during the mitotic phase.",yes.,"The nucleus shows dense, dark-staining chromatin characteristic of condensed chromosomes during the mitotic phase."
mask,hard_negative,ann_42.png,"Yes. The highlighted nucleus displays condensed, dark, chromatin material characteristic of the mitotic figures seen in rapidly dividing cells.",yes.,"The highlighted nucleus displays condensed, dark, chromatin material characteristic of the mitotic figures seen in rapidly dividing cells."
mask,hard_negative,ann_43.png,"Yes, the highlighted nucleus shows signs of abnormal chromatin condensation and is likely in a phase of mitosis, characterized by the irregular, clumped, and darkly stained appearance typical of mitotic figures in high-grade breast carcinoma.","yes,","the highlighted nucleus shows signs of abnormal chromatin condensation and is likely in a phase of mitosis, characterized by the irregular, clumped, and darkly stained appearance typical of mitotic figures in high-grade breast carcinoma."
mask,hard_negative,ann_44.png,"No. The highlighted nucleus displays a distinct nuclear envelope, granular chromatin, and a visible nucleolus, which are characteristic of a cell in interphase rather than the condensed chromosomes seen in mitosis.",no.,"The highlighted nucleus displays a distinct nuclear envelope, granular chromatin, and a visible nucleolus, which are characteristic of a cell in interphase rather than the condensed chromosomes seen in mitosis."
mask,hard_negative,ann_45.png,"Yes. The nucleus shows distinct chromatin condensation and lacks a clear nuclear envelope, which are characteristic morphological features of a cell in the mitotic phase.",yes.,"The nucleus shows distinct chromatin condensation and lacks a clear nuclear envelope, which are characteristic morphological features of a cell in the mitotic phase."
mask,hard_negative,ann_47.png,"Yes. The cell's nucleus has lost its distinct nuclear membrane and shows chromatin condensation into recognizable chromosomes, which are characteristic features of the mitotic process.",yes.,"The cell's nucleus has lost its distinct nuclear membrane and shows chromatin condensation into recognizable chromosomes, which are characteristic features of the mitotic process."
mask,hard_negative,ann_49.png,"No. The highlighted nucleus exhibits a smooth, rounded contour typical of a resting interphase cell, rather than the condensed, irregular chromatin arrangements characteristic of mitotic figures such as prophase, metaphase, anaphase, or telophase.",no.,"The highlighted nucleus exhibits a smooth, rounded contour typical of a resting interphase cell, rather than the condensed, irregular chromatin arrangements characteristic of mitotic figures such as prophase, metaphase, anaphase, or telophase."
mask,hard_negative,ann_5.png,"Yes, the cell is undergoing mitosis because the highlighted region displays condensed, dark chromatin characteristic of the chromosomal arrangement seen during the mitotic process, specifically in this plane of view resembling metaphase or early anaphase.","yes,","the cell is undergoing mitosis because the highlighted region displays condensed, dark chromatin characteristic of the chromosomal arrangement seen during the mitotic process, specifically in this plane of view resembling metaphase or early anaphase."
mask,hard_negative,ann_50.png,Yes. The nucleus within the green highlighted region shows condensed chromatin organized into a distinct chromosome configuration consistent with the metaphase stage of mitosis.,yes.,The nucleus within the green highlighted region shows condensed chromatin organized into a distinct chromosome configuration consistent with the metaphase stage of mitosis.
mask,hard_negative,ann_51.png,Yes. The cell exhibits chromatin condensation into visible chromosomes (mitotic figures) characteristic of the prophase or prometaphase stage of mitosis.,yes.,The cell exhibits chromatin condensation into visible chromosomes (mitotic figures) characteristic of the prophase or prometaphase stage of mitosis.
mask,hard_negative,ann_52.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin (chromosomes) lacking a distinct nuclear membrane, which is characteristic of the mitotic phase in this tissue.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin (chromosomes) lacking a distinct nuclear membrane, which is characteristic of the mitotic phase in this tissue."
mask,hard_negative,ann_53.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the prophase or metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the prophase or metaphase stage of mitosis."
mask,hard_negative,ann_54.png,"No. The nucleus in the highlighted region lacks the condensed, irregular, or fragmented chromatin structures (such as chromosomal condensation, metaphase plates, or anaphase bridges) characteristic of mitotic figures.",no.,"The nucleus in the highlighted region lacks the condensed, irregular, or fragmented chromatin structures (such as chromosomal condensation, metaphase plates, or anaphase bridges) characteristic of mitotic figures."
mask,hard_negative,ann_55.png,"Yes. The highlighted nucleus displays condensed, deeply basophilic chromatin arranged in a dense, irregular configuration characteristic of the mitotic process, specifically appearing to be in an early stage of division.",yes.,"The highlighted nucleus displays condensed, deeply basophilic chromatin arranged in a dense, irregular configuration characteristic of the mitotic process, specifically appearing to be in an early stage of division."
mask,hard_negative,ann_56.png,"Yes. The highlighted nucleus displays condensed, dark, rod-like chromatin typical of a cell in the metaphase or early anaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark, rod-like chromatin typical of a cell in the metaphase or early anaphase stage of mitosis."
mask,hard_negative,ann_57.png,"Yes. The highlighted nucleus displays condensed, dark chromatin characteristic of the metaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_58.png,"Yes. The highlighted nucleus displays condensed, irregularly shaped chromatin, which is characteristic of a cell in the metaphase or anaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin, which is characteristic of a cell in the metaphase or anaphase stage of mitosis."
mask,hard_negative,ann_59.png,"Yes. The cell highlighted in green displays characteristic features of mitotic activity, specifically the condensed, dark, and irregular morphology of chromosomes (likely in metaphase or anaphase) that replaces the normal granular chromatin appearance of an interphase nucleus.",yes.,"The cell highlighted in green displays characteristic features of mitotic activity, specifically the condensed, dark, and irregular morphology of chromosomes (likely in metaphase or anaphase) that replaces the normal granular chromatin appearance of an interphase nucleus."
mask,hard_negative,ann_61.png,"Yes. The highlighted nucleus displays condensed, deeply basophilic, V-shaped chromatin characteristic of a cell undergoing the anaphase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, deeply basophilic, V-shaped chromatin characteristic of a cell undergoing the anaphase stage of mitosis."
mask,hard_negative,ann_62.png,"Yes. The highlighted nucleus displays condensed, dark, and irregularly shaped chromatin, which are characteristic features of a cell undergoing mitosis.",yes.,"The highlighted nucleus displays condensed, dark, and irregularly shaped chromatin, which are characteristic features of a cell undergoing mitosis."
mask,hard_negative,ann_63.png,"Yes. The nucleus exhibits a highly condensed, hyperchromatic, and irregular morphology characteristic of chromatin condensation during mitotic division.",yes.,"The nucleus exhibits a highly condensed, hyperchromatic, and irregular morphology characteristic of chromatin condensation during mitotic division."
mask,hard_negative,ann_64.png,"Yes; the cell shows a condensed, dark-staining chromatin structure characteristic of a mitotic figure rather than a normal interphase nucleus.",yes;,"the cell shows a condensed, dark-staining chromatin structure characteristic of a mitotic figure rather than a normal interphase nucleus."
mask,hard_negative,ann_67.png,"Yes. The highlighted nucleus displays a condensed, dark-staining chromatin structure characteristic of the mitotic phase in cellular division.",yes.,"The highlighted nucleus displays a condensed, dark-staining chromatin structure characteristic of the mitotic phase in cellular division."
